GDA
FA2H
RAI14
LOC647252
NEBL
LOC100133224
SEC61B
LSAMP
PYGO1
PYGO2
KRTAP22-1
SEC61G
COPS7A
COPS7B
GFM2
TAGAP
MDP1
GFM1
OR10C1
FN1
TESC
OOEP
SPTBN5
TTC21B
NTPCR
SPTBN4
UBOX5
TET2
TET1
ARMS2
PPIF
PLEKHA4
PPIE
PLEKHA3
PPIH
TET3
PLEKHA6
PPIG
PLEKHA5
PPIB
PLEKHA8
PPIA
FLG
PLEKHA7
PPID
PPIC
PLEKHA9
SPTBN2
SPTBN1
ANTXR2
ANTXR1
SCMH1
PHPT1
PLEKHA2
PLEKHA1
OR2A1
SGPP1
SGPP2
PPOX
CBFA2T3
CBFA2T2
LOC399753
PLEKHB2
FOS
PLEKHB1
LOC392288
EXOC3L2
ACOT11
ACOT12
ACOT13
MDN1
TERT
NLRP7
TTC23L
NLRP6
NLRP5
CAMK1G
NLRP4
RALBP1
PPAP2C
NLRP9
NLRP8
OR10J5
OR10J3
NLRP3
NLRP2
PLEKHC1
RP11-625H11.1
ZMIZ2
ZMIZ1
MDM2
MDM4
MDM1
CAMK1D
CUEDC2
FRK
CAMK2G
TIPARP
OR10G2
OR10G4
OR10G3
OR10G7
LOC392264
OR10G8
OR10G9
CAMK2D
TEPP
HINFP
LOC100133299
NEFH
CAMK2B
GFI1
PPAP2A
PPAP2B
CAMK2A
NEFL
NEFM
PPWD1
LOC100133280
OR10H1
AC018682.6
PARK2
OR10H5
OR10H4
LOC399744
PARK7
OR10H3
AMMECR1L
OR10H2
ATXN1
ATXN2
ATXN3
ATXN7
ENDOG
PECAM1
TEP1
LOC100133287
BMPR1B
CUEDC1
BMPR1A
RPL18
DND1P2
DND1P1
RPL14
RPL13
RPL15
PVRIG
ACBD7
ACBD6
ACBD5
RP11-141M3.1
ACBD4
ACBD3
MALL
IGLV6-57
AIF1L
RPL10
RPL11
LOC401480
RPL12
AUP1
RSL24D1P11
PTPRJ
OPA3
PTPRK
OR2S2
OPA1
PTPRM
PTPRF
FAM108C1
PTPRG
PTPRH
PTPRR
PTPRS
PTPRT
PTPRU
PTPRN
PTPRO
PTPRQ
OR10K1
OR10K2
FAM108B1
ATP5SL
ACADSB
OR2T2
OR2T1
OR2T4
PPT2
HFE
PPT1
SDHAF2
SDHAF1
PVRL4
LOC645195
PVRL1
PVRL3
PVRL2
OR2T5
OR2T6
OR2T8
MEPCE
UNC45B
UNC45A
RANBP17
NPLOC4
MAOA
MAOB
HGD
HGF
FAM108A4
HSPA12A
HSPA12B
MAP2
LOC441528
FAM90A12P
MAP4
HGS
MAP7
NUTF2
MAP6
MAP9
RANBP10
AC008132.4
HLF
ASPDH
UFC1
OR2V2
COPB2
ADCK1
LOC399900
POMGNT1
ADCK2
MAPT
COPB1
HLX
ADCK4
GUSBP3
ADCK5
OR10P1
GUSBP5
ARHGEF4
GUSBP2
ARHGEF3
ARHGEF2
ARHGEF1
ARHGEF7
ARHGEF6
GMEB2
LEUTX
ARHGEF5
GMEB1
HN1
ARHGEF9
OR2W5
RP11-466F5.8
OR2W3
OR2W1
LOC401433
RPL3L
CYBRD1
LOC645181
GANAB
GNG13
HK2
RPL35
HK1
RPL36
NLRX1
GNG11
RPL37
GNG12
RPL38
RPL39
LOC729538
RPL30
MTCP1NB
AC009509.1
BBIP1
HPSE2
RPL32
RPL31
HK3
RPL34
MAS1
SLC4A8
SLC4A7
SLC4A9
OR10R2
RANBP3L
MARS
PPY2
RNF216L
OR2Y1
EXPH5
RPL26
RPL27
LOC729523
RPL24
ATPGD1
RPL28
RPL29
RPL23
RPL22
GNG10
RPL21
BNIP3L
OR10Q1
CTNNAL1
LOC400352
CAPZA3
CAPZA2
OR10T2
OR2J3
CAPZA1
OR2J2
LOC728819
SH2D7
SH2D5
SH2D6
LONRF3
LONRF1
LONRF2
MATK
PHRF1
OR10S1
HAL
OR2K2
JUNB
LOC645139
NFU1
COPG2
MAVS
OR2L8
CNTFR
OR2L3
OR2L2
SLC48A1
JUND
RPL7A
LYSMD2
LYSMD1
LYSMD4
OR10W1
AGPAT4-IT1
AC217771.1
OR2M7
ATP5J2
TLR10
OR2M2
OR2M3
OR2M4
OR2M5
TEFM
LOC729569
LOC728836
ZC2HC1A
OR10V1
DUOX2
DUOX1
PIP5K1B
WWC1
WWC2
PIP5K1C
PIP5K1A
HDX
CCRL2
HDC
WWC3
CSF2RB
CABLES2
AC012100.1
IPMK
CSF2RA
CABLES1
CCRL1
NFX1
CSHL1
MRC1L1
PIP5K2A
PIP5K2B
IPO9
IPO8
ACADVL
IPO7
IPO4
LOC285033
OR10X1
IPO5
BTAF1
AC069146.2
HBM
NR3C2
NFYC
ATP5G2
NFYB
ATP5G1
NR3C1
NFYA
ESYT2
ESYT1
ATP5G3
ESYT3
UFM1
LOC728802
SH2B3
SH2B2
LOC728804
SH2B1
A4GNT
HBB
LOC728800
HBD
SCLT1
CNTD1
CNTD2
HCK
SAAL1
ATP5F1
DACH1
LOC650095
OR10Z1
DACH2
HBZ
ZRANB2
ZRANB1
ZRANB3
TBL1X
IPPK
TBL1Y
ADCY3
ADCY4
ADCY1
ADCY2
ADCY7
QPCTL
ADCY8
OVCH1
ADCY5
OVCH2
ADCY6
DUPD1
TAF7L
PSKH2
RTBDN
MEI1
PSKH1
DEPDC1B
ZRSR2
HCAR3
HCAR1
DEPDC6
DEPDC7
DEPDC1
TAF6L
DEPDC4
DEPDC5
CRCT1
KIAA0947
TAF9B
OR6W1P
PASD1
FCER1G
AC008969.2
FCER1A
LOC100126784
ANKMY2
ANKMY1
AC008875.1
ADPRH
YY1AP1
CHCHD10
PSORS1C2
KIAA0922
PSORS1C1
AC013271.3
IL5RA
COPS2
COPS5
COPS6
HIP1R
COPS3
COPS4
OR11A1
COPS8
LOC728853
CAMKK1
CAMKK2
LOC440461
MKRN7P
RESP18
TTC30A
TTC30B
NR2F6
LOC440459
NR2F2
DOCK10
DOCK11
CATSPER2P1
NR2F1
GEN1
TSPY26P
MED6
MED7
MED4
MED8
MED9
AVEN
MECR
MED1
PLEK2
NFS1
HPRT1
MEFV
MEG3
OPN5
ADCY9
OPN3
OPN4
LOC399815
MAEA
ARNT2
MAEL
MAF1
KLHL4
KLHL3
KLHL2
H19
GP9
KLHL1
KLHL7
KLHL8
GP5
KLHL5
GP6
KLHL6
DYSF
KLHL9
GP2
SLC4A2
SLC4A1
PARD3B
SLC4A4
SLC4A3
SLC4A5
AC078802.1
SDHAP1
IQCK
MADD
ARNTL
MEPE
AP000459.4
GNS
MGC14436
IQCH
IQCG
IQCJ
IQCD
BTNL10
IQCC
OR2Z1
IQCE
COPZ2
GNE
COPZ1
DSCAML1
OR11G2
PTPLB
SLC30A1
LOC284009
PTPLA
SLC30A4
SLC30A5
SLC30A2
SLC30A3
AXIN2
GML
SLC30A8
SLC30A9
SLC30A6
AXIN1
SLC30A7
MEST
MAFG
HIST2H3A
PTPN7
PARD6A
MAFF
PTPN6
PARD6B
PTPN9
NFE2
PTPN3
MAFB
PTPN2
PTPN5
RP11-269F19.1
PTPN4
OR11H4
OR11H1
MAFK
HIST2H3D
DYTN
GLS
OR11H6
OVCA2
MAFA
PTPN1
PARD6G
KIAA0913
ECHDC1
ECHDC2
ECHDC3
HIST2H4A
GSS
MEN1
GSR
TDO2
GSN
GEFT
LOC392145
FTSJ1
FTSJ2
TTC39C
IFNGR2
FTSJ3
TTC39B
IFNGR1
TTC39A
KIAA0907
GSC
RASL12
GRP
BVES
GRN
PPAPR3
KRTAP23-1
BUB1B
PPAPR5
HAGHL
MELK
TSPY1
MAL2
RTN4RL1
ADPGK
LOC254896
RSAD2
RSAD1
NFIX
SH3GLB2
SH3GLB1
NFE2L3P2
AC099524.1
RTN4RL2
BAHD1
RCSD1
PTPRB
PTPRC
PTPRD
PTPRE
OR11L1
PTPRA
GPI
OR3A3
TDP1
OR3A1
OR3A2
GPT
NFIC
NFIA
NFIB
SPTAN1
H2BFXP
SGMS2
SAA3P
AC009171.1
SGMS1
LOC441454
LOC441455
AGTR1
AGTR2
MC1R
ILK
CCR10
LOC401533
PATZ1
LOC391322
TRAPPC2P1
LOC729652
INA
F8
F9
F7
H2BFWT
CD320
F5
F3
PRKRIP1
MC2R
F2
MADCAM1
ARL8A
ARL8B
SLC30A10
GC
PABPC5
PABPC4
PPYR1
AHCTF1
KIAA1919
IL17C
IL17D
PEA15
SULT4A1
IL17A
IL17B
INS
LOC649294
IL17F
PABPC3
MTCP1
FH
LAPTM4B
LAPTM4A
SLC2A3P1
VDAC2
VDAC3
VDAC1
UQCRHL
AC010203.2
APCDD1L
MCPH1
GHDC
GK
OPRM1
KCNAB3
KCNAB2
KCNAB1
DPP10
ARL5A
NCCRP1
MC5R
ARL5C
ARL5B
KDELR1
IHH
KDELR3
KIAA1949
KDELR2
HYAL1
AR
HIST1H1E
HYAL2
HYAL3
HIST1H1D
HIST1H1C
HIST1H1B
HIST1H1A
CNPY3
CNPY2
CNPY1
OSTM1
HYAL4
HIST1H1T
IL12A
SORT1
IL12B
LOC729603
ARL4D
ARL4C
ARL4A
C7
BCMO1
C9
EXOC7
KIAA1958
EXOC8
C3
OPRK1
C6
C5
AP001816.1
PCOLCE
SCAF11
LRRTM4
LRRTM3
LRRTM2
LRRTM1
EXOC4
EXOC3
EXOC6
EXOC5
MC3R
C2
NBEAL2
EXOC2
NBEAL1
EXOC1
IL4
IL3
IL6
RP11-511I2.5
IL5
IL8
OPRL1
IL7
IL9
CS
AC110754.1
NTNG1
KIAA1967
NTNG2
LOC391334
MC4R
CP
CD302
IL2
PRC1
LOC730268
RBM15B
IDE
KNTC1
TXLNA
DKFZP434A062
TXLNB
CXCL11
CXCL12
LZTFL1
CXCL10
FDFT1
IDS
MOP-1
LOC730275
CYGB
MB
PABPN1
BEND2
BEND4
BEND3
BEND6
BST2
BEND5
BST1
BEND7
POLR2J2
POLR2J4
PRCD
PRCC
PRCP
ABCA8
ABCA7
HIST1H4L
ABCA9
HIST1H4K
MAPKAPK5
MAPKAPK3
ABCA2
MAPKAPK2
ABCA1
CNPY4
LOC400027
ABCA4
ABCA3
H2AFB2
ABCA6
H2AFB1
ABCA5
AC034199.2
TTYH3
KDELC1
KDELC2
HIST1H4A
HIST1H4B
TTYH2
TTYH1
HIST1H4E
OR2T33
EIF3IP1
HIST1H4F
HIST1H4C
HIST1H4D
OR2T34
HIST1H4I
HIST1H4J
AP000347.4
HIST1H4G
LOC730256
HIST1H4H
PRB2
PRB3
HIST1H3J
ABCB9
PRB1
S100P
ABCB8
RBM12B
PRB4
IGJ
JRKL
NR4A2
NR4A1
UBAC2-AS1
ABCB1
NR4A3
ABCB7
CYB561
S100Z
ABCB6
ABCB5
DNMBP
ABCB4
CXCL17
HILS1
S100B
CXCL14
FREM3
CXCL13
FREM2
OR2T27
CXCL16
FREM1
PRAC
HIST1H3A
HIST1H3B
S100G
HIST1H3C
HIST1H3D
NKAPP1
HIST1H3E
HIST1H3F
HIST1H3G
HIST1H3H
PC
HIST1H3I
AL096711.2
CYC1
HR
OR2T10
LACE1
OR2T11
OR2T12
HNRNPCL1
LRRFIP2
LRRFIP1
LOC729683
LOC729680
IK
AVL9
CYCS
NEK10
KRT8P45
NEK11
KRT8P41
TXNRD3
TXNRD2
TXNRD1
AL135932.1
SLC47A1
EHBP1L1
HIC1
PAIP2B
SLC47A2
HIC2
MPPE1
AVIL
LOC100132005
OLR1
KL
KY
ZBED2
ZBED1
CYBA
ICK
CYBB
ID2
ID1
ZBED5
ZBED4
ZBED3
ID4
ID3
OPRD1
IQUB
AC023510.2
HIRA
TRAPPC2L
KRTAP20-1
KRTAP20-2
TPD52
LOC440792
PRKX
PRKY
LOC285216
NSMAF
PRLH
GTPBP2
GTPBP1
GTPBP4
GTPBP3
GTPBP6
GTPBP5
GTPBP8
UNC5CL
AC087392.3
GTF2H2B
CATSPER4
CATSPER2
CATSPER3
CATSPER1
KRTAP20-3
C21orf81
C14orf1
MAP3K7IP1
C14orf2
MYO5BP2
CATSPERB
C14orf4
RAB40C
XK
AC069154.2
EPHB3
EPHB4
MAP3K7IP2
EPHB1
RAB40B
MAP3K7IP3
EPHB2
RAB40A
STON1-GTF2A1L
EPHB6
XG
NGRN
SLC31A2
SLC31A1
HIP1
C21orf90
C21orf91
RTCD1
UTS2D
CELSR3
CELSR2
CELSR1
HS1BP3
EPHA1
EPHA2
EPHA3
PXDNL
EPHA5
EPHA4
EPHA7
OR12D2
OR12D3
EPHA6
TCTA
EPHA8
C21orf88
MGC2889
BEGAIN
UTS2R
GHSR
RPL23AP7
PRH1
PRH2
C21orf63
TAS1R3
CDCP1
C21orf62
AC136632.1
TAS1R1
TAS1R2
CDCP2
EFHD2
TRAPPC6A
EFHD1
C21orf58
C21orf59
C21orf56
C21orf57
TRAPPC6B
C21orf54
PATE1
PRG3
PRG2
MBD6
MBD5
MBD4
MBD3
MBD2
LRRC37BP1
MBD1
C21orf70
KCNA10
BSND
EFHC2
STYK1
EFHC1
C21orf66
RPS4Y2
C21orf67
PLA2G7
RPS4Y1
PLA2G6
LOC728566
PATE3
PLA2G3
PATE2
PLA2G5
PATE4
TG
PRF1
PREP
TF
TH
LOC202781
LARP1B
PTRHD1
TPCN1
TPCN2
C21orf34
LOC728532
C21orf33
C21orf37
APBA3
APBA2
LOC728534
LOC728533
APBA1
AC004980.7
MOGAT3
MOGAT2
AL136139.1
MOGAT1
SI
BIRC7
BIRC6
BIRC5
BIRC3
C21orf51
BIRC2
HYI
LOC728543
PREB
C21orf45
EFHA1
C21orf49
TMTC1
TMTC3
APBB3
EFHA2
TMTC2
APBB2
APBB1
TMTC4
SLC22A17
SLC22A16
PLXNA3
PLXNA4
SLC22A18
PLXNA1
SLC22A13
PLXNA2
SLC22A12
SLC22A15
PRTG
SLC22A14
SLC22A11
MBIP
SLC22A10
GHRHR
ARL11
ARL10
ARL15
KIAA1984
ARL14
AC013283.1
OMA1
HTA
PLXNB1
SLC22A25
PLXNB2
SLC22A24
PLXNB3
SLC22A23
HRK
MRGPRD
MRGPRE
MRGPRF
ARL16
SLC22A20
MRGPRG
TCN2
TCN1
SUGT1L1
SRCRB4D
NRSN2
NRSN1
PLXNC1
CAGE1
ADCYAP1R1
TCL1A
RABGAP1L
TCL1B
COMMD9
SLC22A31
COMMD8
KIAA0664L3
PRR7
LOC100133050
PRR5
PRR4
PRR3
MTCH2
MTCH1
PLXND1
LOC399978
TCL6
A2LD1
HTT
AC007601.1
PABPC1L2B
PABPC1L2A
MUSTN1
AWAT2
AWAT1
ODF3L1
TROAP
LOC100133042
TSP50
DNMT1
ODF3L2
UQCRC2
SLC5A3
PRPH
SLC5A2
SLC5A5
UQCRC1
SLC5A4
SLC5A1
IGFBP7
IGFBP6
SORL1
PROZ
SRD5A3
SRD5A1
SRD5A2
HPD
IRGM
IRGC
PROC
PRNT
LOC647012
GHRH
COMMD3
COMMD2
GHRL
SUGT1P1
COMMD1
ZADH2
NGFR
PRNP
COMMD7
COMMD6
COMMD5
COMMD4
MBL2
PRND
RPS27AP11
RP4-697K14.1
LOC100133019
DTNBP1
PATL1
PATL2
CCDC144A
HRG
PLA2R1
HRC
MGC2848
NGEF
HPN
TCP1
LOC100133008
WASIR2
HPR
CYSTM1
IL8RA
IRF9
IL8RB
PRLR
PRM3
IRF5
HPX
IRF6
DUX4L15
IRF7
IRF8
SLC5A8
IRF1
SLC5A9
NGDN
IRF2
PRM1
SLC5A6
IRF3
PRM2
IGFBP1
SLC5A7
IRF4
IGFBP2
LOC647030
IGFBP3
IGFBP4
IGFBP5
JPX
XRCC5
XRCC4
SLC2A4RG
XRCC3
PEAR1
PLEKHM3
XRCC2
PLEKHM2
PLEKHM1
XRCC6
ANKLE2
MAGEC3
XRCC1
ANKLE1
MAGEC1
MAGEC2
AC100775.1
MAGED1
CDCA8
CDCA7
NKPD1
CDCA2
CDCA5
CDCA4
CDCA3
LOC731275
WNT10A
WNT10B
MAGED2
PDCD1LG2
MAGEE2
LOC729742
MAGEE1
LOC100133211
ATPIF1
RP11-450I1.1
CD226
MAGEA9
GGCX
LY6G6D
LY6G6E
LY6G6F
MAGEA8
MGAT5B
GGCT
NHP2L1
LY6G6C
MAGEA1
HMGCS1
MAGEA2
MAGEA5
DAAM1
DIDO1
MAGEA6
DAAM2
HADHA
ADCYAP1
MAGEA4
HADHB
ADRB3
OR56B4
OR56B1
TCF4
TCF3
PPPDE1
PPPDE2
MGAT4B
MGAT4A
TCF7
LY6G5C
PLEKHJ1
LY6G5B
MGAT4C
MAGEB1
MAGEB2
MAGEB3
MAGEB4
MAGEB6
OR56A3
OR56A4
OR56A1
HMGCS2
CD207
CD209
AC073135.1
LOC652826
CD200
OR56A5
GPR172B
GPR172A
DFNB31
AC010336.2
CREG2
CREG1
MAGEH1
SCN10A
TCHH
KIAA1841
PLEKHH1
MTND4P12
JMY
PLEKHH3
PLEKHH2
TCHP
SCN11A
AC116334.1
PLEKHG4
LOC652859
PLEKHG3
PLEKHG2
LOC729732
PLEKHG1
PLEKHG7
LOC729739
PLEKHG6
PLEKHG5
BUB1
DFNB59
BUB3
MAGEF1
CPT1C
CPT1B
VTA1
NID1
KIAA1826
NID2
CPT1A
PLEKHF1
LOC729722
PLEKHF2
AC034236.3
NR5A2
NR5A1
RNASEN
RNASEL
IMPAD1
RNASEK
SLC6A20
BTRC
IMPACT
UNC50
ROMO1
ARMET
ST3GAL1
ST3GAL3
UQCR11
ST3GAL2
SMARCD2
RNASE9
UNC5B
ST3GAL5
SMARCD3
UNC5A
ST3GAL4
RNASE7
LOC730134
SMARCD1
RNASE8
LIX1L
ST3GAL6
AKR7A2
AKR7A3
UNC5D
UNC5C
IRS4
IRS2
NEIL3
NEIL2
PSD3
NEIL1
CORO6
PSD4
CORO7
PSD2
IRS1
HHEX
SMARCE1
LOC730144
LCLAT1
PSCA
AFTPH
NTMT1
LOC730153
AC005301.1
HERPUD1
CCPG1
HDDC2
SLC6A11
FABP12
SLC6A12
SLC6A13
ARMC3
SLC6A14
ARMC4
SLC6A15
HDDC3
ARMC5
FRG1B
SLC6A16
SLC6A17
ARMC6
SLC6A18
HERPUD2
SLC6A19
AC010325.3
ARMC1
ARMC2
TRNT1
LOC730167
ARMC8
ARMC7
ARMC9
GAGE10
CFDP1
TPSAB1
MERTK
CYB5R3
CYB5R4
CYB5R1
CYB5R2
CORIN
FRG2C
FIGNL1
TENC1
RAB3IP
HMOX2
CDC42
RPL23AP53
RASL10A
HMOX1
RASL10B
LOC730173
FIGNL2
EBAG9
PCYOX1L
CYB5RL
CDC5L
GAGE2C
FCAMR
RPL23AP64
ADRB2
ADRB1
HHAT
CPSF7
CPSF6
CPSF4
LOC730183
CPSF3
CPSF2
CPSF1
TRAPPC10
ABLIM1
IRX4
ABLIM2
IRX3
LOC728606
IRX6
IRX5
TCAP
ABLIM3
IRX2
LOC728601
IRX1
CDC73
ALG1L2
PLEKHO1
DMGDH
PLEKHO2
MOBKL3
RNASE1
RNASE2
TRNP1
RNASE3
CREB3
PSAP
RNASE4
CREB1
RNASE6
CREB5
POLR3GL
VSX2
VSX1
RASL11B
RPL23AP82
RASL11A
RP11-699L21.1
APAF1
PLEKHN1
GGA1
GGA2
GGA3
CALHM1
CALHM2
OR1E2
RNF217
GGT2
OR1E1
RNF216
GGT1
RNF215
CDC16
RNF214
DNASE1L2
RNF213
CD2AP
DNASE1L3
RNF212
DNASE1L1
AC108938.1
RBM8A
RNF219
TMUB1
BCL7A
PITX3
TMUB2
BCL7C
PITX1
LOC728613
BCL7B
PITX2
RNF220
CDRT15
TC2N
ALDH16A1
RNF222
TBR1
OR1D2
OR1D5
OR1D4
ACTL7A
ACTL7B
AC058791.2
OR13F1
HHLA2
HHLA3
CALHM3
OR13G1
PFKFB4
LOC646057
WDFY3-AS2
PFKFB3
PFKFB2
PFKFB1
CDC34
LOC646050
CDC37
OR1G1
SLC32A1
TCTEX1D1
TCTEX1D2
GALNS
CDC40
TCTEX1D4
RP3-402G11.1
LOC728636
LOC728637
SDR16C6P
OSBPL5
OSBPL2
OR13H1
OSBPL3
OSBPL8
OSBPL9
OSBPL6
OSBPL7
MCAT
SMYD3
SMYD4
CDC23
SMYD1
LOC400099
LOC646043
CDC20
SMYD2
DONSON
CDC26
MCAM
OR1F1
CDC27
ABCG4
ABCG1
ABCG2
BTLA
ABCG8
GGT5
LOC100132014
AC217773.2
GGT6
GGT7
ABCG5
DZIP1L
SMYD5
JAZF1
BCL6B
SLC46A3
SLC46A1
PRO2852
SLC46A2
ABCF1
TAS2R1
ABCF3
ABCF2
TAS2R4
OR1A1
TAS2R5
OR1A2
TAS2R3
TRMT1
RNGTT
FERD3L
RBM4B
ERVMER34-1
TRMT6
OR13A1
MCEE
TRMT5
TAS2R9
LOC728650
TAS2R8
RBM47
TAS2R7
HHIP
ABCE1
RBM42
RBM41
RBM44
RBM43
RBM46
FLOT2
RBM45
FLOT1
RASIP1
PSG2
PSG3
CYB5A
CYB5B
PSG1
PSG9
PSG8
PSG7
PSG6
AC016629.3
ZNF503-AS1
PSG4
RBM38
CYAT1
RBM39
NHP2
RBM34
RBM33
LOC100132062
OR1C1
ABCD1
WTIP
PDAP1
GALK2
OR13C5
OR13C4
GALK1
CYLD
OR13C3
OR13C2
DKFZP434H168
ABCD2
ACTL6B
ABCD3
ABCD4
ACTL6A
BCL9L
UGT8
LOC728673
RBM27
OR13C9
RBM28
OR13C8
RBM25
RBM26
RBM22
TBX6
OR1B1
RBM24
RBM23
TBX3
TBX2
MCF2
RBM20
TBX5
TBX4
TBX1
RP11-54O7.1
LOC730234
IYD
ABCC9
OR13D1
RBM18
ABCC3
RBM19
ABCC4
ABCC1
ABCC2
RBM14
RBM15
ABCC8
RBM16
ABCC5
RBM17
LOC728683
ABCC6
LOC649346
PSTK
SLC6A1
TBK1
SLC6A2
SLC6A3
SLC6A4
AADACL2
AADACL3
AADACL4
AADACL1
RBM10
RBM11
RBM12
MAGEL2
KIAA1881
SGOL2
SGOL1
LOC649330
PSMA2
PSMA1
ADRM1
ISCU
PSMA6
PSMA5
PSMA4
PSMA3
KIAA1875
CXADRP3
LOC100133161
MCL1
B9D1
B9D2
PSMA7
PSMA8
CMPK1
CMPK2
PSMB5
PSMB4
PSMB7
PSMB6
ST13P4
PSMB1
IVD
ST13P2
PSMB3
ST13P1
PSMB2
LOC100133153
BTF3
CLASP1
LOC100133150
CLASP2
IVL
ITK
TBL3
TBL2
EPHX4
EPHX3
PARD6G-AS1
EPHX2
CD276
ABHD14A
EPHX1
ABHD14B
MALT1
PSMB8
RAB33A
PSMB9
